CP000031,GenBank,gene,467598,467999,.,+,1,"Name=SPO0457 ;SPO0457,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0457
CP000031,GenBank,gene,467966,470359,.,-,1,"Name=SPO0458 ;SPO0458,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0458
CP000031,GenBank,gene,468056,470425,.,+,1,"Name=SPO0459 ;SPO0459,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0459
CP000031,GenBank,gene,470475,471332,.,-,1,"Name=SPO0460 ;SPO0460,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0460
CP000031,GenBank,gene,471280,471909,.,+,1,"Name=SPO0461 ;SPO0461,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0461
CP000031,GenBank,gene,471959,472285,.,+,1,"Name=SPO0462 ;SPO0462,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0462
CP000031,GenBank,gene,472365,472772,.,+,1,"Name=SPO0463 ;SPO0463,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0463
CP000031,GenBank,gene,472839,473417,.,+,1,"Name=SPO0464 ;SPO0464,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0464
CP000031,GenBank,gene,473414,473896,.,-,1,"Name=SPO0465 ;SPO0465,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0465
CP000031,GenBank,gene,473906,474685,.,-,1,"Name=SPO0466 ;SPO0466,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0466
CP000031,GenBank,gene,474743,475453,.,-,1,"Name=SPO0467 ;SPO0467,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0467
CP000031,GenBank,gene,475557,476012,.,+,1,"Name=phnG ;phnG,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0468
CP000031,GenBank,gene,476009,476587,.,+,1,"Name=phnH ;phnH,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0469
CP000031,GenBank,gene,476591,477682,.,+,1,"Name=phnI ;phnI,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0470
CP000031,GenBank,gene,477762,478598,.,+,1,"Name=phnJ ;phnJ,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0471
CP000031,GenBank,gene,478684,479454,.,+,1,"Name=phnK ;phnK,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0472
CP000031,GenBank,gene,479522,480205,.,+,1,"Name=phnL ;phnL,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0473
CP000031,GenBank,gene,480202,480750,.,+,1,"Name=phnN ;phnN,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0474
CP000031,GenBank,gene,480732,481415,.,-,1,"Name=SPO0475 ;SPO0475,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0475
CP000031,GenBank,gene,481469,482611,.,+,1,"Name=phnM ;phnM,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0476
CP000031,GenBank,gene,482616,483182,.,-,1,"Name=SPO0477 ;SPO0477,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0477
CP000031,GenBank,gene,483205,483456,.,+,1,"Name=SPO0478 ;SPO0478,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0478
CP000031,GenBank,gene,483607,484674,.,+,1,"Name=SPO0479 ;SPO0479,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0479
CP000031,GenBank,gene,485387,485463,.,-,1,"Name=SPO_tRNA-Arg-2 ;SPO_tRNA-Arg-2,*gbkey: Gene,*gene_biotype: tRNA",locus_tag=SPO_tRNA-Arg-2
CP000031,GenBank,gene,485499,485975,.,-,1,"Name=SPO0481 ;SPO0481,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0481
CP000031,GenBank,gene,485983,486294,.,-,1,"Name=SPO0482 ;SPO0482,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0482
CP000031,GenBank,gene,486480,487127,.,-,1,"Name=SPO0483 ;SPO0483,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0483
CP000031,GenBank,gene,487568,488410,.,+,1,"Name=rplB ;rplB,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0484
CP000031,GenBank,gene,488414,488692,.,+,1,"Name=rpsS ;rpsS,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0485
CP000031,GenBank,gene,488696,489076,.,+,1,"Name=rplV ;rplV,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0486
CP000031,GenBank,gene,489076,489783,.,+,1,"Name=rpsC ;rpsC,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0487
CP000031,GenBank,gene,489796,490209,.,+,1,"Name=rplP ;rplP,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0488
CP000031,GenBank,gene,491490,492839,.,-,1,"Name=SPO0489 ;SPO0489,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0489
CP000031,GenBank,gene,493432,494433,.,+,1,"Name=SPO0490 ;SPO0490,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0490
CP000031,GenBank,gene,494499,495119,.,+,1,"Name=SPO0491 ;SPO0491,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0491
CP000031,GenBank,gene,495167,495532,.,+,1,"Name=SPO0491a ;SPO0491a,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0491a
CP000031,GenBank,gene,495649,496491,.,+,1,"Name=SPO0492 ;SPO0492,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0492
CP000031,GenBank,gene,496675,496875,.,+,1,"Name=rpmC ;rpmC,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0493
CP000031,GenBank,gene,496888,497118,.,+,1,"Name=rpsQ ;rpsQ,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0494
CP000031,GenBank,gene,497221,497589,.,+,1,"Name=rplN ;rplN,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0495
CP000031,GenBank,gene,497592,497903,.,+,1,"Name=rplX ;rplX,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0496
CP000031,GenBank,gene,497896,498456,.,+,1,"Name=rplE ;rplE,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0497
CP000031,GenBank,gene,498474,498779,.,+,1,"Name=rpsN ;rpsN,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0498
CP000031,GenBank,gene,498792,499184,.,+,1,"Name=rpsH ;rpsH,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0499
CP000031,GenBank,gene,499197,499730,.,+,1,"Name=rplF ;rplF,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0500
CP000031,GenBank,gene,499742,500101,.,+,1,"Name=rplR ;rplR,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0501
CP000031,GenBank,gene,500214,500786,.,+,1,"Name=rpsE ;rpsE,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0502
CP000031,GenBank,gene,500799,500987,.,+,1,"Name=rpmD ;rpmD,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0503
CP000031,GenBank,gene,501090,501713,.,+,1,"Name=SPO0504 ;SPO0504,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0504
CP000031,GenBank,gene,501740,502174,.,+,1,"Name=SPO0504a ;SPO0504a,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0504a
CP000031,GenBank,gene,502959,503432,.,+,1,"Name=rplO ;rplO,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0505
CP000031,GenBank,gene,503545,504912,.,+,1,"Name=secY ;secY,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0506
CP000031,GenBank,gene,504909,505550,.,+,1,"Name=adk-1 ;adk-1,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0507
CP000031,GenBank,gene,505599,506672,.,+,1,"Name=SPO0508 ;SPO0508,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0508
CP000031,GenBank,gene,506867,507235,.,+,1,"Name=rpsM ;rpsM,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0509
CP000031,GenBank,gene,507251,507643,.,+,1,"Name=rpsK ;rpsK,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0510
CP000031,GenBank,gene,507760,508776,.,+,1,"Name=rpoA ;rpoA,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0511
CP000031,GenBank,gene,508954,509376,.,+,1,"Name=rplQ ;rplQ,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0512
CP000031,GenBank,gene,509484,509891,.,+,1,"Name=SPO0513 ;SPO0513,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0513
CP000031,GenBank,gene,509955,511337,.,+,1,"Name=SPO0514 ;SPO0514,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0514
CP000031,GenBank,gene,511341,512657,.,+,1,"Name=SPO0515 ;SPO0515,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0515
CP000031,GenBank,gene,512820,513863,.,+,1,"Name=rluC ;rluC,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0516
CP000031,GenBank,gene,513860,514531,.,+,1,"Name=SPO0517 ;SPO0517,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0517
CP000031,GenBank,gene,514528,515244,.,+,1,"Name=SPO0518 ;SPO0518,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0518
CP000031,GenBank,gene,515315,516457,.,+,1,"Name=SPO0519 ;SPO0519,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0519
CP000031,GenBank,gene,516592,517860,.,+,1,"Name=SPO0520 ;SPO0520,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0520
CP000031,GenBank,gene,517862,519175,.,+,1,"Name=SPO0521 ;SPO0521,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0521
CP000031,GenBank,gene,519186,519977,.,+,1,"Name=SPO0522 ;SPO0522,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0522
CP000031,GenBank,gene,520026,520535,.,-,1,"Name=SPO0523 ;SPO0523,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0523
CP000031,GenBank,gene,520532,521167,.,-,1,"Name=SPO0524 ;SPO0524,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0524
CP000031,GenBank,gene,521164,521958,.,-,1,"Name=SPO0525 ;SPO0525,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0525
CP000031,GenBank,gene,522016,522879,.,-,1,"Name=argB ;argB,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0526
CP000031,GenBank,gene,522955,523722,.,+,1,"Name=SPO0527 ;SPO0527,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0527
CP000031,GenBank,gene,523761,525158,.,-,1,"Name=SPO0528 ;SPO0528,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0528
CP000031,GenBank,gene,525224,525592,.,-,1,"Name=SPO0529 ;SPO0529,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0529
CP000031,GenBank,gene,525589,526242,.,-,1,"Name=engB ;engB,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0530
CP000031,GenBank,gene,526239,526976,.,-,1,"Name=SPO0531 ;SPO0531,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0531
CP000031,GenBank,gene,526973,528802,.,-,1,"Name=yidC ;yidC,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0532
CP000031,GenBank,gene,528927,530468,.,-,1,"Name=SPO0533 ;SPO0533,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0533
CP000031,GenBank,gene,530541,531425,.,-,1,"Name=ttcA ;ttcA,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0534
CP000031,GenBank,gene,531470,532399,.,-,1,"Name=SPO0535 ;SPO0535,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0535
CP000031,GenBank,gene,532528,532785,.,-,1,"Name=SPO0536 ;SPO0536,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0536
CP000031,GenBank,gene,532846,533271,.,-,1,"Name=rnpA ;rnpA,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0537
CP000031,GenBank,gene,533296,533445,.,-,1,"Name=rpmH ;rpmH,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0538
CP000031,GenBank,gene,533672,534469,.,+,1,"Name=SPO0539 ;SPO0539,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0539
CP000031,GenBank,gene,534469,535887,.,+,1,"Name=SPO0540 ;SPO0540,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0540
CP000031,GenBank,gene,535901,537286,.,+,1,"Name=SPO0541 ;SPO0541,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0541
CP000031,GenBank,gene,537350,537426,.,+,1,"Name=SPO_tRNA-Arg-3 ;SPO_tRNA-Arg-3,*gbkey: Gene,*gene_biotype: tRNA",locus_tag=SPO_tRNA-Arg-3
CP000031,GenBank,gene,537802,539055,.,-,1,"Name=SPO0543 ;SPO0543,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0543
CP000031,GenBank,gene,539068,541503,.,-,1,"Name=SPO0544 ;SPO0544,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0544
CP000031,GenBank,gene,541827,544025,.,+,1,"Name=uvrB ;uvrB,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0545
CP000031,GenBank,gene,544149,544619,.,+,1,"Name=SPO0546 ;SPO0546,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0546
CP000031,GenBank,gene,544720,545253,.,-,1,"Name=SPO0547 ;SPO0547,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0547
CP000031,GenBank,gene,545461,545724,.,+,1,"Name=SPO0548 ;SPO0548,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0548
CP000031,GenBank,gene,545732,546238,.,-,1,"Name=SPO0549 ;SPO0549,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0549
CP000031,GenBank,gene,546205,546969,.,-,1,"Name=SPO0550 ;SPO0550,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0550
CP000031,GenBank,gene,546966,548105,.,-,1,"Name=SPO0551 ;SPO0551,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0551
CP000031,GenBank,gene,548102,548686,.,-,1,"Name=SPO0552 ;SPO0552,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0552
CP000031,GenBank,gene,548683,549762,.,-,1,"Name=SPO0553 ;SPO0553,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0553
CP000031,GenBank,gene,549765,551009,.,-,1,"Name=SPO0554 ;SPO0554,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0554
CP000031,GenBank,gene,551006,552220,.,-,1,"Name=SPO0555 ;SPO0555,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0555
CP000031,GenBank,gene,552230,553540,.,-,1,"Name=SPO0556 ;SPO0556,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0556
CP000031,GenBank,gene,553643,556090,.,+,1,"Name=SPO0557 ;SPO0557,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0557
CP000031,GenBank,gene,556181,557332,.,-,1,"Name=SPO0558 ;SPO0558,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0558
CP000031,GenBank,gene,557329,558357,.,-,1,"Name=SPO0559 ;SPO0559,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0559
CP000031,GenBank,gene,558370,560286,.,-,1,"Name=SPO0560 ;SPO0560,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0560
CP000031,GenBank,gene,560279,562051,.,-,1,"Name=SPO0561 ;SPO0561,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0561
CP000031,GenBank,gene,562275,562796,.,+,1,"Name=SPO0562 ;SPO0562,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0562
CP000031,GenBank,gene,562897,563526,.,+,1,"Name=SPO0563 ;SPO0563,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0563
CP000031,GenBank,gene,563718,566126,.,+,1,"Name=SPO0564 ;SPO0564,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0564
CP000031,GenBank,gene,566123,567646,.,+,1,"Name=SPO0565 ;SPO0565,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0565
CP000031,GenBank,gene,567709,568332,.,+,1,"Name=SPO0566 ;SPO0566,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0566
CP000031,GenBank,gene,568329,569633,.,+,1,"Name=SPO0567 ;SPO0567,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0567
CP000031,GenBank,gene,569855,573268,.,-,1,"Name=SPO0568 ;SPO0568,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0568
CP000031,GenBank,gene,573419,573877,.,+,1,"Name=SPO0569 ;SPO0569,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0569
CP000031,GenBank,gene,574059,576395,.,+,1,"Name=SPO0570 ;SPO0570,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0570
CP000031,GenBank,gene,576429,581300,.,+,1,"Name=SPO0571 ;SPO0571,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0571
CP000031,GenBank,gene,581383,583098,.,+,1,"Name=SPO0572 ;SPO0572,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0572
CP000031,GenBank,gene,583201,583596,.,-,1,"Name=SPO0573 ;SPO0573,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0573
CP000031,GenBank,gene,583706,586804,.,+,1,"Name=SPO0574 ;SPO0574,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0574
CP000031,GenBank,gene,586900,588057,.,-,1,"Name=acdA-1 ;acdA-1,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0575
CP000031,GenBank,gene,588054,588683,.,-,1,"Name=SPO0576 ;SPO0576,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0576
CP000031,GenBank,gene,588797,590560,.,+,1,"Name=SPO0577 ;SPO0577,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0577
CP000031,GenBank,gene,590573,592192,.,+,1,"Name=SPO0578 ;SPO0578,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0578
CP000031,GenBank,gene,592192,594174,.,+,1,"Name=SPO0579 ;SPO0579,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0579
CP000031,GenBank,gene,594171,595301,.,+,1,"Name=SPO0580 ;SPO0580,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0580
CP000031,GenBank,gene,595304,596095,.,+,1,"Name=SPO0581 ;SPO0581,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0581
CP000031,GenBank,gene,596200,597357,.,+,1,"Name=acdA-2 ;acdA-2,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0582
CP000031,GenBank,gene,597540,598421,.,-,1,"Name=SPO0583 ;SPO0583,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0583
CP000031,GenBank,gene,598519,599682,.,+,1,"Name=aspC-1 ;aspC-1,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0584
CP000031,GenBank,gene,599692,601914,.,+,1,"Name=SPO0585 ;SPO0585,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0585
CP000031,GenBank,gene,601911,602948,.,+,1,"Name=SPO0586 ;SPO0586,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0586
CP000031,GenBank,gene,602992,604269,.,+,1,"Name=SPO0587 ;SPO0587,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0587
CP000031,GenBank,gene,604263,605174,.,-,1,"Name=SPO0588 ;SPO0588,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0588
CP000031,GenBank,gene,605196,608468,.,+,1,"Name=SPO0589 ;SPO0589,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0589
CP000031,GenBank,gene,608478,609506,.,-,1,"Name=hpsR ;hpsR,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0590
CP000031,GenBank,gene,609872,611017,.,+,1,"Name=hpsK ;hpsK,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0591
CP000031,GenBank,gene,611097,611639,.,+,1,"Name=hpsL ;hpsL,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0592
CP000031,GenBank,gene,611650,612978,.,+,1,"Name=hpsM ;hpsM,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0593
CP000031,GenBank,gene,612991,614298,.,+,1,"Name=hpsN ;hpsN,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0594
CP000031,GenBank,gene,614291,615052,.,+,1,"Name=hpsO ;hpsO,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0595
CP000031,GenBank,gene,615049,616047,.,+,1,"Name=hpsP ;hpsP,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0596
CP000031,GenBank,gene,616051,616455,.,+,1,"Name=hpsQ ;hpsQ,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0597
CP000031,GenBank,gene,616496,617611,.,+,1,"Name=slcD ;slcD,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0598
CP000031,GenBank,gene,617618,618466,.,-,1,"Name=speB-1 ;speB-1,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0599
CP000031,GenBank,gene,618463,619632,.,-,1,"Name=nspC ;nspC,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0600
CP000031,GenBank,gene,619737,620948,.,-,1,"Name=SPO0601 ;SPO0601,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0601
CP000031,GenBank,gene,620974,622959,.,-,1,"Name=speA ;speA,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0602
CP000031,GenBank,gene,623032,623346,.,-,1,"Name=SPO0603 ;SPO0603,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0603
CP000031,GenBank,gene,623375,623752,.,-,1,"Name=SPO0604 ;SPO0604,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0604
CP000031,GenBank,gene,623755,624207,.,-,1,"Name=SPO0605 ;SPO0605,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0605
CP000031,GenBank,gene,624480,626168,.,+,1,"Name=SPO0606 ;SPO0606,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0606
CP000031,GenBank,gene,626168,627193,.,+,1,"Name=SPO0607 ;SPO0607,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0607
CP000031,GenBank,gene,627307,629085,.,+,1,"Name=SPO0608 ;SPO0608,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0608
CP000031,GenBank,gene,629200,630264,.,+,1,"Name=SPO0609 ;SPO0609,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0609
CP000031,GenBank,gene,630272,631357,.,+,1,"Name=SPO0610 ;SPO0610,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0610
CP000031,GenBank,gene,631354,632217,.,+,1,"Name=SPO0611 ;SPO0611,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0611
CP000031,GenBank,gene,632229,633026,.,+,1,"Name=SPO0612 ;SPO0612,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0612
CP000031,GenBank,gene,633026,633304,.,+,1,"Name=SPO0613 ;SPO0613,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0613
CP000031,GenBank,gene,633392,633787,.,+,1,"Name=SPO0614 ;SPO0614,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0614
CP000031,GenBank,gene,633777,634910,.,+,1,"Name=SPO0615 ;SPO0615,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0615
CP000031,GenBank,gene,634996,635988,.,+,1,"Name=SPO0616 ;SPO0616,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0616
CP000031,GenBank,gene,636093,636167,.,+,1,"Name=SPO_tRNA-Gln-2 ;SPO_tRNA-Gln-2,*gbkey: Gene,*gene_biotype: tRNA",locus_tag=SPO_tRNA-Gln-2
CP000031,GenBank,gene,636307,637353,.,-,1,"Name=SPO0618 ;SPO0618,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0618
CP000031,GenBank,gene,637521,638717,.,+,1,"Name=SPO0619 ;SPO0619,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0619
CP000031,GenBank,gene,638751,639377,.,+,1,"Name=SPO0620 ;SPO0620,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0620
CP000031,GenBank,gene,639826,641367,.,+,1,"Name=SPO0621 ;SPO0621,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0621
CP000031,GenBank,gene,641832,642890,.,-,1,"Name=SPO0622 ;SPO0622,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0622
CP000031,GenBank,gene,642985,643533,.,-,1,"Name=SPO0623 ;SPO0623,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0623
CP000031,GenBank,gene,643540,644166,.,-,1,"Name=SPO0624 ;SPO0624,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0624
CP000031,GenBank,gene,648528,649043,.,-,1,"Name=SPO0628 ;SPO0628,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0628
CP000031,GenBank,gene,649155,649751,.,+,1,"Name=SPO0628a ;SPO0628a,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0628a
CP000031,GenBank,gene,650051,650944,.,-,1,"Name=SPO0629 ;SPO0629,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0629
CP000031,GenBank,gene,652364,652888,.,-,1,"Name=SPO0631 ;SPO0631,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0631
CP000031,GenBank,gene,653026,654012,.,+,1,"Name=SPO0632 ;SPO0632,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0632
CP000031,GenBank,gene,654248,656041,.,+,1,"Name=ggt ;ggt,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0633
CP000031,GenBank,gene,656145,657542,.,+,1,"Name=SPO0634 ;SPO0634,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0634
CP000031,GenBank,gene,657753,660260,.,+,1,"Name=SPO0635 ;SPO0635,*gbkey: Gene,*gene_biotype: protein_coding",locus_tag=SPO0635
